test_match_cond,speaker_identity,trial_sequence_total,list_number,phase,condition,Answer.time_in_minutes,wrong_attempts,block_sequence,workerid,item_number,island_tested,response,Answer.condition,comp_question_exist,first_response_value,comp_answer
match,Gregory,3,1,exposure,FILL,29.73676667,,1,262,106,SUBJ,0.94,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Iron-Head,4,1,exposure,UNGRAM,29.73676667,,2,262,117,SUBJ,0.09,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Gregory,5,1,exposure,FILL,29.73676667,,2,262,102,SUBJ,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,6,1,exposure,SUBJ,29.73676667,,2,262,5,SUBJ,0.7,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Emily,7,1,exposure,SUBJ,29.73676667,,3,262,32,SUBJ,0.75,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,8,1,exposure,UNGRAM,29.73676667,,3,262,126,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,9,1,exposure,FILL,29.73676667,,3,262,111,SUBJ,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,10,1,exposure,SUBJ,29.73676667,,4,262,2,SUBJ,0.75,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Gregory,11,1,exposure,FILL,29.73676667,,4,262,101,SUBJ,0.91,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Iron-Head,12,1,exposure,UNGRAM,29.73676667,,4,262,116,SUBJ,0.02,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Iron-Head,13,1,exposure,UNGRAM,29.73676667,,5,262,125,SUBJ,0.03,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,14,1,exposure,SUBJ,29.73676667,,5,262,29,SUBJ,0.83,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,15,1,exposure,FILL,29.73676667,,5,262,110,SUBJ,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,16,1,exposure,FILL,29.73676667,,6,262,112,SUBJ,1,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Iron-Head,17,1,exposure,UNGRAM,29.73676667,,6,262,127,SUBJ,0.06,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,18,1,exposure,SUBJ,29.73676667,,6,262,35,SUBJ,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,19,1,exposure,SUBJ,29.73676667,,7,262,8,SUBJ,0.89,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,20,1,exposure,FILL,29.73676667,,7,262,103,SUBJ,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,21,1,exposure,UNGRAM,29.73676667,,7,262,118,SUBJ,0.05,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,22,1,exposure,FILL,29.73676667,,8,262,109,SUBJ,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,23,1,exposure,UNGRAM,29.73676667,,8,262,124,SUBJ,0.07,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,24,1,exposure,SUBJ,29.73676667,,8,262,26,SUBJ,0.93,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Iron-Head,25,1,exposure,UNGRAM,29.73676667,,9,262,120,SUBJ,0.02,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,26,1,exposure,SUBJ,29.73676667,,9,262,14,SUBJ,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,27,1,exposure,FILL,29.73676667,,9,262,105,SUBJ,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,28,1,exposure,UNGRAM,29.73676667,,10,262,130,SUBJ,0.04,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,29,1,exposure,SUBJ,29.73676667,,10,262,44,SUBJ,0.89,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,30,1,exposure,FILL,29.73676667,,10,262,115,SUBJ,0.87,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,31,1,exposure,UNGRAM,29.73676667,,11,262,128,SUBJ,0.06,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,32,1,exposure,FILL,29.73676667,,11,262,113,SUBJ,0.94,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,33,1,exposure,SUBJ,29.73676667,,11,262,38,SUBJ,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,34,1,exposure,UNGRAM,29.73676667,,12,262,129,SUBJ,0.07,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,35,1,exposure,FILL,29.73676667,,12,262,114,SUBJ,0.91,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,36,1,exposure,SUBJ,29.73676667,,12,262,41,SUBJ,0.9,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,37,1,exposure,FILL,29.73676667,,13,262,104,SUBJ,0.91,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,38,1,exposure,UNGRAM,29.73676667,,13,262,119,SUBJ,0.07,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,39,1,exposure,SUBJ,29.73676667,,13,262,11,SUBJ,0.91,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,40,1,exposure,SUBJ,29.73676667,,14,262,23,SUBJ,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,41,1,exposure,FILL,29.73676667,,14,262,108,SUBJ,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,42,1,exposure,UNGRAM,29.73676667,,14,262,123,SUBJ,0.13,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,43,1,exposure,UNGRAM,29.73676667,,15,262,122,SUBJ,0.11,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,44,1,exposure,SUBJ,29.73676667,,15,262,20,SUBJ,0.78,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,45,1,exposure,FILL,29.73676667,,15,262,107,SUBJ,0.88,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Emily,46,2,test,SUBJ,29.73676667,,101,262,15,SUBJ,0.9,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,47,2,test,FILL,29.73676667,,101,262,135,SUBJ,0.9,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,48,2,test,UNGRAM,29.73676667,,101,262,144,SUBJ,0.09,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,49,2,test,SUBJ,29.73676667,,102,262,3,SUBJ,0.52,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,50,2,test,FILL,29.73676667,,102,262,131,SUBJ,0.89,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Iron-Head,51,2,test,UNGRAM,29.73676667,,102,262,140,SUBJ,0.06,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,52,2,test,SUBJ,29.73676667,,103,262,18,SUBJ,0.33,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,53,2,test,FILL,29.73676667,,103,262,136,SUBJ,0.86,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,54,2,test,UNGRAM,29.73676667,,103,262,145,SUBJ,0.08,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Iron-Head,55,2,test,UNGRAM,29.73676667,,104,262,142,SUBJ,0.09,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Gregory,56,2,test,FILL,29.73676667,,104,262,133,SUBJ,0.9,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,57,2,test,SUBJ,29.73676667,,104,262,9,SUBJ,0.88,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,58,2,test,FILL,29.73676667,,105,262,134,SUBJ,0.87,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Iron-Head,59,2,test,UNGRAM,29.73676667,,105,262,143,SUBJ,0.07,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,60,2,test,SUBJ,29.73676667,,105,262,12,SUBJ,0.39,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,61,2,test,UNGRAM,29.73676667,,106,262,141,SUBJ,0.07,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,62,2,test,SUBJ,29.73676667,,106,262,6,SUBJ,0.27,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,63,2,test,FILL,29.73676667,,106,262,132,SUBJ,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,12.3521,0,practice,263,practice_good,,0.89,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,12.3521,0,practice,263,practice_bad,,0.04,undefined,,,
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,1,1,exposure,UNGRAM,12.3521,,1,263,127,SUBJ,0.08,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,2,1,exposure,SUBJ,12.3521,,1,263,35,SUBJ,0.52,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
mismatch,Gregory,3,1,exposure,FILL,12.3521,,1,263,112,SUBJ,0.39,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,4,1,exposure,SUBJ,12.3521,,2,263,8,SUBJ,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,5,1,exposure,UNGRAM,12.3521,,2,263,118,SUBJ,0.17,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,6,1,exposure,FILL,12.3521,,2,263,103,SUBJ,0.76,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,7,1,exposure,SUBJ,12.3521,,3,263,5,SUBJ,0.5,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,8,1,exposure,UNGRAM,12.3521,,3,263,117,SUBJ,0.18,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,9,1,exposure,FILL,12.3521,,3,263,102,SUBJ,0.94,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,10,1,exposure,FILL,12.3521,,4,263,113,SUBJ,0.96,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,11,1,exposure,UNGRAM,12.3521,,4,263,128,SUBJ,0.18,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Jessy,12,1,exposure,SUBJ,12.3521,,4,263,38,SUBJ,0.39,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
mismatch,Gregory,13,1,exposure,FILL,12.3521,,5,263,108,SUBJ,0.93,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,14,1,exposure,SUBJ,12.3521,,5,263,23,SUBJ,0.69,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,15,1,exposure,UNGRAM,12.3521,,5,263,123,SUBJ,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,16,1,exposure,SUBJ,12.3521,,6,263,32,SUBJ,0.82,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,17,1,exposure,FILL,12.3521,,6,263,111,SUBJ,0.89,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,18,1,exposure,UNGRAM,12.3521,,6,263,126,SUBJ,0.1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,19,1,exposure,FILL,12.3521,,7,263,109,SUBJ,0.41,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Jessy,20,1,exposure,SUBJ,12.3521,,7,263,26,SUBJ,0.7,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,21,1,exposure,UNGRAM,12.3521,,7,263,124,SUBJ,0.05,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,22,1,exposure,UNGRAM,12.3521,,8,263,116,SUBJ,0.04,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,23,1,exposure,FILL,12.3521,,8,263,101,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,24,1,exposure,SUBJ,12.3521,,8,263,2,SUBJ,0.41,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
mismatch,Gregory,25,1,exposure,FILL,12.3521,,9,263,107,SUBJ,0.86,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,26,1,exposure,SUBJ,12.3521,,9,263,20,SUBJ,0.47,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,27,1,exposure,UNGRAM,12.3521,,9,263,122,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,28,1,exposure,SUBJ,12.3521,,10,263,17,SUBJ,0.71,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,29,1,exposure,UNGRAM,12.3521,,10,263,121,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,30,1,exposure,FILL,12.3521,,10,263,106,SUBJ,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,31,1,exposure,SUBJ,12.3521,,11,263,11,SUBJ,0.48,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,32,1,exposure,UNGRAM,12.3521,,11,263,119,SUBJ,0.05,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,33,1,exposure,FILL,12.3521,,11,263,104,SUBJ,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,34,1,exposure,FILL,12.3521,,12,263,115,SUBJ,0.5,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,35,1,exposure,UNGRAM,12.3521,,12,263,130,SUBJ,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,36,1,exposure,SUBJ,12.3521,,12,263,44,SUBJ,0.43,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,37,1,exposure,UNGRAM,12.3521,,13,263,120,SUBJ,0.05,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,38,1,exposure,SUBJ,12.3521,,13,263,14,SUBJ,0.44,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
mismatch,Gregory,39,1,exposure,FILL,12.3521,,13,263,105,SUBJ,0.63,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,40,1,exposure,UNGRAM,12.3521,,14,263,125,SUBJ,0.08,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,41,1,exposure,FILL,12.3521,,14,263,110,SUBJ,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,42,1,exposure,SUBJ,12.3521,,14,263,29,SUBJ,0.65,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,43,1,exposure,UNGRAM,12.3521,,15,263,129,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,44,1,exposure,FILL,12.3521,,15,263,114,SUBJ,0.91,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,45,1,exposure,SUBJ,12.3521,,15,263,41,SUBJ,0.55,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,46,2,test,UNGRAM,12.3521,,101,263,145,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,47,2,test,FILL,12.3521,,101,263,136,SUBJ,0.96,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
mismatch,Gregory,48,2,test,SUBJ,12.3521,,101,263,18,SUBJ,0.81,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,49,2,test,SUBJ,12.3521,,102,263,3,SUBJ,0.67,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,50,2,test,UNGRAM,12.3521,,102,263,140,SUBJ,0.06,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,51,2,test,FILL,12.3521,,102,263,131,SUBJ,1,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,52,2,test,UNGRAM,12.3521,,103,263,143,SUBJ,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,53,2,test,SUBJ,12.3521,,103,263,12,SUBJ,0.77,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,54,2,test,FILL,12.3521,,103,263,134,SUBJ,0.95,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,55,2,test,UNGRAM,12.3521,,104,263,144,SUBJ,0.07,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,56,2,test,SUBJ,12.3521,,104,263,15,SUBJ,0.55,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,57,2,test,FILL,12.3521,,104,263,135,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,58,2,test,FILL,12.3521,,105,263,132,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,59,2,test,UNGRAM,12.3521,,105,263,141,SUBJ,0.77,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,60,2,test,SUBJ,12.3521,,105,263,6,SUBJ,0.58,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,61,2,test,UNGRAM,12.3521,,106,263,142,SUBJ,0.28,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Jessy,62,2,test,FILL,12.3521,,106,263,133,SUBJ,0.84,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,63,2,test,SUBJ,12.3521,,106,263,9,SUBJ,0.37,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,12.08606667,0,practice,264,practice_good,,1,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,12.08606667,0,practice,264,practice_bad,,0,undefined,,,
,,,,,,,,,,,,,,,,
match,Iron-Head,1,1,exposure,UNGRAM,12.08606667,,1,264,124,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,2,1,exposure,SUBJ,12.08606667,,1,264,26,SUBJ,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,3,1,exposure,FILL,12.08606667,,1,264,109,SUBJ,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,4,1,exposure,SUBJ,12.08606667,,2,264,8,SUBJ,0.76,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,5,1,exposure,UNGRAM,12.08606667,,2,264,118,SUBJ,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,6,1,exposure,FILL,12.08606667,,2,264,103,SUBJ,0.9,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,7,1,exposure,UNGRAM,12.08606667,,3,264,130,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,8,1,exposure,SUBJ,12.08606667,,3,264,44,SUBJ,0.32,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Jessy,9,1,exposure,FILL,12.08606667,,3,264,115,SUBJ,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,10,1,exposure,SUBJ,12.08606667,,4,264,41,SUBJ,0.23,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,11,1,exposure,UNGRAM,12.08606667,,4,264,129,SUBJ,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Jessy,12,1,exposure,FILL,12.08606667,,4,264,114,SUBJ,0.96,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,13,1,exposure,UNGRAM,12.08606667,,5,264,122,SUBJ,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Gregory,14,1,exposure,SUBJ,12.08606667,,5,264,20,SUBJ,0.06,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,15,1,exposure,FILL,12.08606667,,5,264,107,SUBJ,0.93,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,16,1,exposure,UNGRAM,12.08606667,,6,264,119,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,17,1,exposure,SUBJ,12.08606667,,6,264,11,SUBJ,0.1,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Jessy,18,1,exposure,FILL,12.08606667,,6,264,104,SUBJ,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,19,1,exposure,FILL,12.08606667,,7,264,105,SUBJ,0.96,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,20,1,exposure,UNGRAM,12.08606667,,7,264,120,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,21,1,exposure,SUBJ,12.08606667,,7,264,14,SUBJ,0.14,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,22,1,exposure,UNGRAM,12.08606667,,8,264,127,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,23,1,exposure,FILL,12.08606667,,8,264,112,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,24,1,exposure,SUBJ,12.08606667,,8,264,35,SUBJ,0.3,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,25,1,exposure,SUBJ,12.08606667,,9,264,2,SUBJ,0.11,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,26,1,exposure,UNGRAM,12.08606667,,9,264,116,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,27,1,exposure,FILL,12.08606667,,9,264,101,SUBJ,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,28,1,exposure,UNGRAM,12.08606667,,10,264,128,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,29,1,exposure,SUBJ,12.08606667,,10,264,38,SUBJ,0.07,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,30,1,exposure,FILL,12.08606667,,10,264,113,SUBJ,1,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,31,1,exposure,UNGRAM,12.08606667,,11,264,126,SUBJ,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Jessy,32,1,exposure,FILL,12.08606667,,11,264,111,SUBJ,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,33,1,exposure,SUBJ,12.08606667,,11,264,32,SUBJ,0.2,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,34,1,exposure,SUBJ,12.08606667,,12,264,29,SUBJ,0.82,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,35,1,exposure,FILL,12.08606667,,12,264,110,SUBJ,0.93,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,36,1,exposure,UNGRAM,12.08606667,,12,264,125,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,37,1,exposure,FILL,12.08606667,,13,264,108,SUBJ,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,38,1,exposure,UNGRAM,12.08606667,,13,264,123,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,39,1,exposure,SUBJ,12.08606667,,13,264,23,SUBJ,0.51,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Iron-Head,40,1,exposure,UNGRAM,12.08606667,,14,264,117,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,41,1,exposure,SUBJ,12.08606667,,14,264,5,SUBJ,0.12,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,42,1,exposure,FILL,12.08606667,,14,264,102,SUBJ,0.91,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,43,1,exposure,FILL,12.08606667,,15,264,106,SUBJ,1,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,44,1,exposure,SUBJ,12.08606667,,15,264,17,SUBJ,0.11,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,45,1,exposure,UNGRAM,12.08606667,,15,264,121,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,46,2,test,UNGRAM,12.08606667,,101,264,141,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,47,2,test,SUBJ,12.08606667,,101,264,6,SUBJ,0.15,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,48,2,test,FILL,12.08606667,,101,264,132,SUBJ,1,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,49,2,test,SUBJ,12.08606667,,102,264,15,SUBJ,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,50,2,test,UNGRAM,12.08606667,,102,264,144,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,51,2,test,FILL,12.08606667,,102,264,135,SUBJ,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,52,2,test,SUBJ,12.08606667,,103,264,3,SUBJ,0.92,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Jessy,53,2,test,FILL,12.08606667,,103,264,131,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,54,2,test,UNGRAM,12.08606667,,103,264,140,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,55,2,test,FILL,12.08606667,,104,264,136,SUBJ,0.94,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,56,2,test,SUBJ,12.08606667,,104,264,18,SUBJ,0.64,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,57,2,test,UNGRAM,12.08606667,,104,264,145,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,58,2,test,SUBJ,12.08606667,,105,264,9,SUBJ,0.52,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,59,2,test,FILL,12.08606667,,105,264,133,SUBJ,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,60,2,test,UNGRAM,12.08606667,,105,264,142,SUBJ,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Gregory,61,2,test,SUBJ,12.08606667,,106,264,12,SUBJ,0.83,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,62,2,test,FILL,12.08606667,,106,264,134,SUBJ,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,63,2,test,UNGRAM,12.08606667,,106,264,143,SUBJ,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,8.736716667,0,practice,265,practice_good,,0.89,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,8.736716667,4,practice,265,practice_bad,,0.15,undefined,,0.88,
,,,,,,,,,,,,,,,,
mismatch,Emily,1,1,exposure,SUBJ,8.736716667,,1,265,26,SUBJ,0.87,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,2,1,exposure,UNGRAM,8.736716667,,1,265,124,SUBJ,0.86,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,3,1,exposure,FILL,8.736716667,,1,265,109,SUBJ,0.94,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,4,1,exposure,UNGRAM,8.736716667,,2,265,130,SUBJ,0.86,undefined,0,,/
